AirVelocity_AirTemperature,Humidity,Clo,HeartRate,SkinTemperature,PMV
"(0.8166590391289251, 21.236541816838443)",27.51884479623462,1.5,65.84561837489643,32.744123225348574,0.0
"(0.6285024362500281, 23.63826145110159)",27.2357657630117,1.0271473072249426,67.17917017528285,32.48750176811252,0.01
"(1.0, 22.316298248136825)",28.914368247448795,0.8672817105583377,78.86476595081096,30.888461849833423,-0.01
"(0.2675772813546306, 23.044916608418664)",23.180030783631857,0.8835368529091645,69.75883562055795,32.148470050166026,-0.01
"(0.9420658570465886, 20.0789060086086)",20.0,0.9891875714736174,85.18232421730909,33.396424959165174,0.01
"(0.5593357324431699, 20.835838350275164)",23.171312095801568,1.3937875532039126,68.70002848696781,32.921136500013965,0.0
"(0.4019318627655024, 25.670265474252613)",48.609568874497825,0.8978459676526154,58.82182828213739,34.16370201633622,-0.0
"(0.9848722557582541, 22.9019982857876)",20.0,0.784017596966491,80.29786724156196,32.6130675834731,-0.0
"(0.4124613982679197, 21.23791521313938)",51.887750934313935,1.2031542207148689,67.97079507447452,32.42524361834717,0.01
"(0.6581062971544767, 22.014466983869816)",25.02384949525645,1.0937147389191193,72.05360645452089,33.87641450295459,0.01
"(0.4850984213778352, 17.720627616280105)",35.6233548318743,1.0936829583749188,86.04075806604223,33.224933145816024,0.0
"(0.6859205674365652, 21.108753449109635)",20.0,1.1085118026169707,75.39629751460737,32.786966810526735,-0.01
"(0.38264645365202, 20.73851586331247)",20.0,0.9562885917953361,79.1405817930502,32.91592428067211,0.01
"(0.4996460107301192, 23.148441977945982)",20.0,1.1399017161222964,66.22943320194011,34.375163934914205,0.01
"(0.20219973339959194, 21.75821248848961)",20.0,1.1031006032535424,68.59534920189486,32.06000210131945,0.0
"(0.2611697133424163, 24.343068101389182)",24.309842214022108,0.8708860853854572,64.91223987863174,33.290330133672875,-0.0
"(0.18435943717319997, 19.982264156975106)",22.253120878961894,1.4662276367477656,66.46209788638323,33.91410716530141,-0.0
"(0.18426875103809204, 20.971521011003553)",80.0,0.7698437797168123,74.52370084572571,31.89686914914675,0.01
"(0.4942809169979004, 20.52628075074546)",35.88109244432786,1.0704236819107522,76.32586009265509,34.324850232009084,0.01
"(0.4744173849993514, 23.95631392981339)",29.15044973370893,0.8754768804373677,68.49058511066849,31.86859195443842,0.01
"(0.5507791012916629, 19.246507338124463)",48.44877032052604,0.8471926912958337,88.49113868911344,33.90908259318009,0.0
"(0.2122884149662257, 22.296440807633132)",20.0,0.948691618008197,70.53152217055997,33.10127594481584,0.01
"(0.03448485887697727, 20.643840066836127)",32.206732259108776,1.1049926640840992,67.81376067248533,33.08617649178257,-0.01
"(0.5111820751888166, 22.718333979971153)",20.808555743991185,0.8343378819048772,75.96166460128524,33.81558653265058,-0.0
"(0.7885723737399697, 20.974959647391916)",20.0,1.4081149890413478,69.14599935397914,34.63845720059805,-0.0
"(0.6485716112663431, 19.342285378450722)",20.0,1.280017457615416,76.93695789122484,35.143336474474104,-0.01
"(0.5203982255810183, 18.885737332634704)",20.0,0.968020350771432,87.32079784785135,33.59819345708577,-0.01
"(0.7377819305305655, 22.478290300369345)",55.62917520910419,0.9174856657888275,72.85304896746588,33.9942767269988,0.01
"(0.7064797661923803, 19.699405722193656)",35.29063230228836,1.0604249731491946,81.24764213200292,33.107964636417044,-0.0
"(0.5831390397035107, 20.902148781517994)",20.0,1.0009329962454185,79.17125328656597,33.133474180492165,0.01
"(0.4774331210915695, 19.202766331776775)",20.244587966952228,1.0411873873987914,83.23748281463628,33.879567354948506,-0.0
"(0.36591605369741975, 19.44728715121966)",39.55065428819786,0.8618383277036852,85.52807334217778,32.037110821711046,0.01
"(0.04925201947498989, 19.465373051291245)",48.60011163408016,0.7626652452908498,79.76004134045257,32.80875928722065,-0.01
"(0.06998409746848948, 22.336418359704364)",20.0,0.9007836783991682,67.84272686639724,33.80560153922919,0.01
"(0.3484959389348228, 21.609261438679585)",20.0,1.4844450777678102,63.25360825379806,32.86826604233141,-0.0
"(0.169540280742495, 20.36571503614695)",27.257406618606172,0.8219449878499616,79.26091570320337,32.99626530271848,-0.01
"(0.6948229227533855, 17.527301954664964)",54.690996710717684,1.5,74.98414871756951,32.577548792647356,-0.01
"(0.17961713041740723, 23.525171453213403)",25.267624125313436,0.959675294542837,64.50455437034715,33.244880494712646,0.0
"(0.5209888557915389, 24.17010618648095)",20.0,0.8953420054513987,68.33059773841957,33.50824751249056,0.0
"(0.5239520497249575, 23.24593762855628)",30.249454352229982,1.06501654294485,66.54528121533893,33.67665563482267,-0.0
"(0.25210467087937233, 19.952699155828075)",24.285341986807122,0.8536951389107731,82.9919772070262,32.241999643456474,0.01
"(0.3967876981706304, 22.34571651599581)",20.0,1.0762987105630537,69.46778195931824,34.20412546495826,-0.01
"(0.04028287437134351, 20.79413846025014)",20.0,0.683977036004368,79.8613944345713,33.18693489260749,0.01
"(0.18568741982301085, 17.564375160208122)",48.95695405850088,1.2249017100920867,77.03969919161405,33.11425821912568,-0.0
"(0.3997744437943459, 25.89935309674476)",29.51742070039297,0.605799223873208,66.81937991479383,33.719286832525526,0.0
"(0.992648747823854, 21.882417102952665)",20.0,1.1332036787338524,73.158909788231,32.41961905275797,-0.01
"(0.2983007822280618, 24.748380995745634)",20.0,0.6524385283411895,70.0243352979697,33.96275301250104,-0.01
"(0.33196460195898014, 18.8946806704892)",39.02796486318276,1.1482962673440307,78.19186969782702,32.34471872278472,0.01
"(0.16810273954548444, 19.249514263979805)",20.0,1.3410954826268435,70.92569536830466,31.87330940784919,-0.0
"(0.30017373114944107, 19.303339104570338)",22.216733909780633,1.1919339850174373,76.18494487474294,32.93725740873915,-0.01
"(0.4768467517799005, 24.742798564629858)",20.0,0.6425643883042457,73.15843446652336,32.935000158717415,0.01
"(0.4598256745360028, 21.7713177492228)",20.0,0.8032056865815848,80.90446977386748,34.28847295297437,0.01
"(0.40976798486538163, 22.171743568674415)",40.80550894362355,0.5,88.78890244348186,32.72895214083453,0.01
"(0.2670022996391279, 21.12537456658301)",20.0,1.1853541437323356,70.12874055362572,32.882142202647934,0.01
"(0.09008430310340182, 19.902856645915513)",20.0,1.265772542707458,68.4780419937254,33.35363833630469,0.01
"(0.6122354085182731, 22.427678130900873)",39.274540311353604,1.097497076767085,68.62783584168659,33.580898616236865,0.0
"(0.21354519861886745, 23.28109207084164)",20.0,1.1959415914722145,61.75684195571009,34.31241030019783,0.0
"(0.021118879204276547, 21.432000642323924)",20.0,0.5503609385305788,81.53549414487354,33.25593622163933,-0.0
"(0.6406351698832551, 19.025487046713238)",34.907554484171,1.2898223894706082,76.78812379999749,33.22958205130301,0.0
"(0.7525717269797294, 23.810998740687356)",20.0,1.0150714185197773,68.04839844649912,33.02592973147727,0.0
"(0.7031475792830497, 24.113828732459304)",40.418907657724276,0.7269888391483579,72.93603225603707,33.30979335811391,-0.0
"(0.5207674287914185, 21.014576555985855)",20.0,1.1936692609227193,72.89724846879804,33.36670757184538,0.01
"(0.1399305263318163, 22.36366464782466)",42.43229740803619,0.7053638501469163,72.7196215136356,34.900795464040634,0.01
"(0.9937083582565803, 21.525976453816135)",29.880350427812868,1.1567121797717579,72.99143071449316,33.158571384617254,-0.01
"(0.2727580992475412, 17.534818449383174)",20.0,1.2539459904924757,80.55165816348774,33.58836838860183,0.0
"(1.0, 19.163947159948616)",25.140476712367377,1.1376588968598593,83.72324498296798,32.865984773960015,0.01
"(0.2486710826783655, 20.17120623255551)",20.0,1.0821402190029095,75.73772540673124,32.64891601201922,0.01
"(0.6030183401589014, 23.36310391125057)",20.0,1.1016126438782738,66.61238588587418,30.805755149139653,-0.01
"(1.0, 20.791423301130973)",27.292244482782202,0.9694597300070121,82.3491676202544,32.07841808979903,0.0
"(1.0, 20.228898133682563)",20.0,0.9492792681515514,86.23229684946851,33.598983506127304,0.0
"(0.3102340155655259, 24.09288348844339)",27.095619360630945,0.6019318203685247,74.35041343144172,33.1627386334343,0.0
"(0.7865060457997259, 21.26413343934204)",38.90682729949218,1.264951131490233,69.7421763232097,33.32439774627344,0.0
"(0.4691702675899939, 23.773789523022515)",54.11189483096731,0.6164504345779431,74.99014802832484,34.261125901255234,0.0
"(0.3788244427241051, 24.24588388882291)",68.95310959497186,0.61456410138344,69.91344937027174,31.291708665450834,-0.01
"(0.1602953963522027, 22.99901404997019)",46.58403202256543,0.5,76.92849549062609,31.203600599376976,0.0
"(0.18953994746330066, 24.35534024106311)",20.0,0.8924641911848168,63.65929641832672,33.12299430323206,0.0
"(0.07753459483362726, 21.925191642268203)",20.0,0.5,81.30123901887087,34.16455340408511,0.0
"(0.4416278644588803, 24.04433298445946)",25.712400659037556,1.066724222514321,63.61178008217347,31.80745170179171,0.01
"(0.3733766442711759, 19.67049571184989)",36.62634487579152,1.5,67.73624237787948,33.93158878193805,0.0
"(0.3313368992072021, 18.78919894154177)",20.0,1.1963992407653201,78.75906784169145,32.63104076612775,0.01
"(0.7348086146406854, 21.147577280008758)",24.084632029743496,0.9400695154440267,80.76589232941883,32.71210131489458,0.01
"(0.3808094870251113, 21.28443544676903)",20.0,1.2202905241907671,70.07142182018734,31.823845904270556,0.01
"(0.3729897642058638, 22.890202890114928)",29.03780199976289,0.6608735716928054,78.85157874508624,32.079992458896825,0.01
"(0.9951350411843498, 23.69483303433516)",36.27625027491711,0.9073009849219009,70.72495988923615,30.875856130112204,-0.01
"(0.5006109509274402, 20.78266524204973)",28.746820902964444,0.8897648267203794,81.76830078975524,34.459550480641106,0.01
"(0.3857773177478654, 20.34705604002841)",24.800579723056767,1.0900147863719603,75.98868657774068,33.91065429379626,-0.01
"(0.29733487718313245, 21.777792660665746)",36.72310250399873,0.7355920864956955,78.6275831394931,31.106575731559026,-0.01
"(0.702426903951918, 22.500031679464467)",21.931429500317382,1.5,61.88905176618617,33.41907639661643,-0.0
"(0.0999174929213566, 21.38059735676415)",20.0,0.6506274754285408,78.79527516749206,33.33666145612275,0.01
"(0.24365524114526516, 22.068812409919115)",20.0,0.9473900752956829,71.65486497980227,32.78633536820993,-0.01
"(0.4064189222229965, 21.551089865410347)",35.78947441639315,0.7969362736965827,79.6292003582582,32.818502479932114,0.0
"(0.3588788818801083, 23.861559028350094)",31.589072973986674,1.0373563635840062,63.407442535749475,34.76992897718182,0.0
"(0.758477940737619, 22.056835061379072)",20.0,0.8386571052751571,80.60518112686616,33.35874922999608,-0.01
"(0.1558822874354391, 20.786122570521012)",63.51901737513016,0.743616051470912,76.58874332597647,32.33762804673448,0.01
"(0.28034909944953296, 23.725970385493888)",24.981943071286597,0.5,79.59648013458384,31.89591859959766,0.01
"(0.05869650998676457, 18.816154823729125)",35.493167408921536,1.3186593023835924,69.16788162743599,34.24745959124759,-0.0
"(0.6001496672832866, 18.553882321666038)",57.79009189425031,1.1706108697305233,79.65242421242716,31.60310249870072,0.0
"(0.5365324215363855, 22.79839994416222)",39.41103161322888,1.2060057745339952,64.4102000563645,33.1976704760824,0.01
"(0.16572970550377153, 21.529101547553296)",35.827818662206305,1.0184655523587285,68.9146994453117,34.65901088519843,-0.0
"(0.36356576737155366, 18.39636940679525)",22.45872174800703,1.0357911463581804,84.96501462589583,33.31435965060066,0.0
"(0.7701078944642352, 22.965295389496028)",20.0,0.8738602385132329,75.87112642362167,35.02240042310714,0.01
"(0.41989783784801626, 21.12643516912723)",20.38935973483198,0.924457094541988,78.61045131173448,32.06475826408656,-0.01
"(0.3031293164087674, 23.385869544014746)",20.0,0.9529922966359738,67.55583954164516,33.29408652284135,-0.01
"(0.5209129828930512, 20.622005037460706)",59.20016554190376,1.1007679500666323,73.14213429282971,32.930567738008655,0.01
"(0.10553903233083405, 22.397745062904935)",20.0,0.6271648820279678,75.30634821316606,31.255705583053714,-0.01
"(1.0, 23.302966846350643)",49.599276028516236,0.6253005094416797,82.00005761913218,31.92940429759638,-0.01
"(0.15842299867509657, 20.186284192641075)",20.0,1.1840522318170856,70.94253706742718,34.93186270167383,-0.01
"(0.41836799451500756, 21.540438528133613)",20.0,1.3297405702583829,67.15674332644112,34.39332388508783,0.01
"(0.26467378077248027, 22.55245357775727)",42.862531646964115,0.8148782127359774,71.9265020555739,34.10359959577374,0.01
"(0.011602860836528575, 20.71969831396546)",20.0,1.131994053946336,68.45701947074056,34.70616264472681,0.01
"(0.19320157562759588, 20.22848371384338)",31.286457842398434,0.98313110208284,75.98257102522626,34.73200471034593,0.01
"(0.06084926243015242, 20.654282626782738)",69.94795180926499,0.8343365848389638,70.96011810798063,32.070716934130566,-0.01
"(0.938327536746256, 23.50139610869996)",23.208683743647267,1.0489528738374103,68.8730020699022,32.64133506475059,0.0
"(0.6466857048121386, 21.206969772275254)",20.0,0.8468275455494003,83.10165369734423,32.76657258832396,-0.01
"(0.37913960493197973, 25.511741919556492)",37.30816033229251,0.6483172522013043,66.11688505778739,35.08678423973015,-0.0
"(0.24022633338984, 22.94161389407896)",38.290926148610424,0.5,80.88100538870908,33.476537701840755,0.0
"(0.5567845018523968, 23.499598543243163)",41.39342716236865,1.0125078829136542,66.2326897271402,32.70826898986482,0.01
"(0.23779096252884432, 23.88873678380464)",24.42493717898154,0.9291708843704064,65.0917605581988,31.875872539126256,0.01
"(0.7857391548758006, 21.781118331564166)",32.187304843465995,1.0820336371666945,73.42653763977563,33.08531912714656,0.01
"(0.8945197907497534, 23.322927408346096)",52.73329172104734,0.7537598780808257,75.84065237203494,33.85380114355195,0.01
"(0.8758970947379432, 20.99088239166798)",80.0,0.8434066093430541,80.7710090634201,32.66147170764881,0.01
"(0.3017666456671057, 24.58450737207621)",57.92688615061304,0.9091779122222898,60.17791393782187,34.34881203986498,-0.0
"(0.33242843874359607, 24.947687044971012)",29.158089120244934,1.2491336326021438,57.32350002401378,32.93610407294986,-0.01
"(0.1331061887506359, 20.56832173934441)",46.034213422955006,0.5,86.94887279215263,32.60509440028581,0.01
"(0.5897033355951623, 22.229925987650144)",30.95089157684732,1.1179213314572227,69.52202301640227,32.99235622897235,0.0
"(0.24114582229799858, 23.95682652688978)",20.0,0.5269681341315617,76.64785169415079,34.801863326890135,-0.01
"(0.39145438765833585, 25.03336533715582)",38.01350355381929,0.5128718673555864,73.37442682069964,33.685266379998225,0.01
"(0.3172794286121999, 22.42110335959021)",20.0,0.5310098735147222,85.87034374556666,30.677279922996032,-0.0
"(0.026962770961202472, 24.414520726310034)",51.663108904025954,0.696542346249782,61.37201577718707,33.12632452293633,-0.0
"(0.2722111891676173, 22.566784603466267)",20.0,1.118775669834791,66.68361092087859,32.36359705129953,0.01
"(0.07467808319058143, 22.777545216960565)",20.0,0.6741042399398707,71.82127423645503,31.91500517394193,-0.0
"(0.5672413180162367, 21.56813721613676)",33.983322500302855,0.9285269279368916,76.89877370623401,34.59340818372589,-0.01
"(0.32736500936589835, 21.06133385350827)",20.0,0.894797468503038,78.88429897066611,32.977979489837246,0.01
"(0.10555575921745274, 22.831228683090117)",36.293700621678724,0.7107753107685724,69.85432107021057,33.316092974197595,0.01
"(0.4890965869577406, 24.490798878311313)",23.223559480053886,0.8355301184558354,68.03343380445004,33.18913529302294,0.0
"(0.2784281329067762, 18.265872169075546)",20.0,0.9610406165010074,86.96569335994529,31.852403816514663,0.01
"(0.31527535384241845, 17.49379380265106)",20.0,1.4251534663760577,77.15953535507266,33.18527599188934,0.01
"(0.30723613034446007, 23.693831470783813)",20.0,1.1856962338996817,61.77177695702831,32.5309823818625,0.01
"(0.8310520745391617, 21.15604581598665)",37.0121941635356,1.5,65.47079184166215,32.530272666654966,0.01
"(0.15704755118426783, 21.807756998141084)",20.00399640573929,0.7394352819373697,76.59987951271154,32.91482269395603,-0.0
"(0.8973626583524145, 21.154241076450845)",42.98096011476589,0.7135153426826542,88.72695639672644,33.2001762304275,-0.01
"(0.931050315707182, 21.104901292131427)",20.0,1.2214450623216786,73.83741478388333,32.02297753747336,0.0
"(0.1256654771766544, 23.554130648080854)",20.0,0.6075888425259751,72.39122749060914,32.48011216951839,0.01
"(0.1418932676677974, 24.06785732916762)",65.50476613004363,0.8280382307146177,60.28328453405014,33.396941917488725,-0.01
"(0.2654186402155742, 25.914481708076192)",35.305445416422934,0.6743935598278723,62.055154102156195,33.22914746925183,-0.01
"(0.17274715792301087, 22.04749783086829)",27.87410619782381,1.041616328172019,67.79028914781603,33.967928341687255,0.01
"(0.22598585448559028, 22.364663362935847)",20.0,0.880635140750399,72.11024262706725,31.938470118636815,-0.01
"(0.6528029890842832, 18.89918833207392)",20.0,1.4713072802791407,74.07227168502246,32.20092339504286,0.0
"(0.36451693115093564, 20.706709385253195)",61.9936113263267,1.3738087817442777,64.38378820900236,31.278338619790574,-0.01
"(0.8016635880212019, 22.55397355739048)",52.91096734666909,0.809499209763394,76.96830686874809,31.632949429217167,0.01
"(0.3330859143399977, 24.03602155500163)",62.86769332094841,0.9986645260103473,60.19368770332599,32.50632414208043,-0.0
"(0.35982095625307875, 22.337004636871796)",35.898659368433414,0.9340350223794517,71.69488476256002,34.0345215979239,0.01
"(0.34153106970560376, 21.68487824370683)",22.177973279839073,1.2202023185909807,68.05603129606237,33.18356774775137,0.01
"(0.189670050620665, 21.05272294494217)",20.0,1.0335344135303077,72.18736677503637,34.97419273916182,-0.01
"(0.3782040969789364, 23.63313513947523)",27.32562477230867,0.8698107720672685,69.10449871011244,33.815517076147735,0.0
"(0.12509376631501787, 20.143688623335464)",20.0,1.5,64.7172633222904,32.84924646561571,0.01
"(0.4819236325142705, 21.751230067697914)",31.56369460185533,1.133165179808331,70.34925773366376,32.60240985471017,0.01
"(0.9394122465818203, 25.05304869288209)",22.123083344132652,0.9621423401908215,64.92974521408594,34.380897570757476,0.0
"(0.15156208764346446, 20.88165439742255)",20.0,1.1928789223696694,68.74879021058138,32.70445450070378,0.01
"(0.12035129344189355, 24.25606884416343)",20.0,0.7870263819842972,64.53731289353763,34.050537301904335,-0.0
"(0.47817499941920016, 20.25862272645687)",52.931070330316246,0.6908823404621757,88.87762499494728,31.74601744888507,-0.01
"(0.6900601105189341, 20.65044480699025)",25.051755957022525,0.9720484800691879,80.96661970852486,33.47160010872427,-0.01
"(1.0, 22.25186146795485)",22.337282719101232,0.9865641105306887,76.35725875447876,30.701218080010563,0.01
"(0.034876734745891806, 20.31887667798584)",20.0,1.3308642762155616,65.75316684863252,32.2566131660577,0.0
"(0.09386852876709142, 19.433728505003053)",75.73539404325858,1.0572237145565966,69.76650643297833,31.981476359690422,0.01
"(0.15593728127468287, 24.812117058520553)",28.45254445697082,0.7958711838909573,62.21364295703738,32.81691788733163,-0.01
"(0.8241180181259173, 22.291428177379398)",50.126489306545174,1.084199760819198,69.37417710402549,31.96352968156291,-0.01
"(0.15333608129743148, 23.43489930473273)",61.35897414472324,0.9269065700311511,61.39921269892741,34.28489953803872,0.0
"(0.6243195816230422, 22.706566999579096)",55.278612555181425,1.2848301701269376,61.73641675435967,32.121007925842186,-0.01
"(0.9880421534048799, 21.688193388749905)",52.99852053898847,1.0343099583649098,73.7852355432361,31.509168706017856,-0.01
"(0.5532059538036126, 23.337274847004817)",48.317193107104565,0.5,83.72926241962,32.056656717578605,-0.01
"(0.5907474569779371, 22.848692311001816)",50.11512594650973,1.5,58.642152640085094,34.56420808167336,0.01
"(0.12251755937067675, 16.949287461527888)",26.379508900506714,1.4284961513460452,74.43363937057016,32.64258724796891,-0.0
"(0.6258269025201462, 19.65932173166861)",20.0,1.0566841199632073,82.73808365579251,30.506323965101295,0.01
"(0.12390248675141563, 21.33720920578865)",40.88341106239543,1.126842332245187,65.64443885279682,33.77507043228768,-0.0
"(0.38748362762208177, 20.944202259943516)",20.0,0.730022459645268,86.27300888436501,33.584792328235004,0.01
"(0.3752601718524804, 19.264671988720984)",33.64791496488078,1.0654233462665688,79.75601867114277,33.35948178644485,-0.01
"(0.6318951446000601, 24.455993490199543)",20.46704182449793,0.8415980698122333,69.49624484526146,33.07291140442512,0.01
"(1.0, 20.20541992890142)",20.0,1.0779430352605042,81.85834274389637,32.21403086635174,0.01
"(0.3112504602830253, 22.945608150987272)",20.0,0.6453198478617028,78.59728911621468,32.94197820912967,-0.01
"(0.6300353680710216, 20.607050081421544)",28.411904449561327,0.7893351296014988,87.20245628757915,32.22511887782973,-0.01
"(0.20935137339079735, 22.833262995473252)",20.0,0.5,82.35467530063605,31.837645113615316,0.01
"(0.21094306616475664, 22.168229592602163)",20.0,1.035876878899208,68.96255849870462,35.15670089574308,0.01
"(0.2731601900929416, 21.292276982650748)",20.0,0.7353522138772348,81.79861820047539,32.384262103665975,-0.01
"(0.052660266726723894, 24.319001922222174)",20.0,0.5220797949163329,69.7172299048764,32.93124345502644,0.0
"(0.316079181533827, 23.0983427205629)",20.0052170708123,0.9868546227997288,67.96633204845736,32.86290814514728,-0.01
"(0.2571834299641691, 20.01170034507964)",39.983855298112026,0.614628382880164,89.78775548433799,32.16460246793391,-0.01
"(0.3298370839865836, 21.76788668603651)",44.67831542998532,1.3088771011609166,63.48557397608607,33.50868977154008,-0.01
"(0.14676654183713186, 23.944126956289157)",23.626395824616704,1.1251122758149805,59.627348029837336,32.671316643979864,0.01
"(0.3143744464953667, 22.528854548916232)",34.96291349876895,0.9329939201434082,70.11329618949927,32.70249823213513,-0.0
"(0.27864558023312996, 19.666970212812487)",20.0,0.8586977088517931,84.5278674969403,34.10816990834704,-0.0
"(0.17870971319250156, 21.153886759734096)",20.0,0.8000499053033595,77.87143965023364,32.7266026017116,-0.01
"(0.17065917971047995, 21.227428163929375)",65.6164988393652,0.9089115012604732,70.05362831872942,32.36032226706838,-0.01
"(0.4914716433712979, 22.26405838107589)",20.0,0.7915925706937009,79.34551485859497,31.707159120039197,0.0
"(0.11695441150621007, 20.710797754130503)",20.0,1.0785345952758356,70.60615876759653,32.61849880330699,0.0
"(0.08760517324896078, 21.29337538202337)",47.70463584859052,1.238818960469476,62.190072951916356,31.83126051330384,0.01
"(0.12096940199445183, 23.770263899280945)",38.46546089831908,0.7482641668587255,65.28393326820934,33.126773814156294,-0.01
"(0.6062322167529955, 21.108758614288423)",20.0,0.9634165947755342,79.66097971924349,32.75243669153871,0.01
"(0.037729967311446885, 23.402182965370574)",20.0,0.7839012439130417,66.28140499141833,32.92474286643081,-0.01
"(0.21796134907121176, 23.198757796898274)",20.0,0.7558831408262114,72.28079628284969,33.15232390563687,0.0
"(0.24391205216322495, 21.472597970274876)",31.979791435984367,0.8546125594760486,75.4123342197777,35.57627384005755,-0.01
"(0.17115843932280772, 24.215421428897766)",20.0,0.7088692252080961,68.2259564302393,32.4234454888277,0.0
"(0.18893833452527498, 22.97277436573036)",36.050840428896706,1.0212429052369691,64.02196474096937,34.030062043577566,-0.01
"(0.3445507250581661, 21.28034402638125)",22.107377594155402,1.2386204495134439,68.84334426189301,33.44905030217709,-0.01
"(0.6833875881243978, 24.363862697157515)",20.0,0.6449441453083715,77.0052263677658,32.61764020456854,0.01
"(0.3582556841545327, 19.579698401505215)",20.0,0.9715080934527153,82.66854168223252,32.721565336440975,0.0
"(0.46423980599165326, 21.171208509147235)",20.0,1.1194736404272105,73.34411616976467,32.118351619699006,-0.01
"(0.8959214491404126, 21.270699312192242)",26.131393513171624,1.1975586098193465,72.79834757569749,32.13278299322372,-0.01
"(0.6019476317673418, 20.41926173450178)",22.6923011738219,1.1271772479345255,77.01793197545004,31.21917491811305,0.0
"(0.5134315489934793, 19.590794521245705)",20.0,1.1093048479869891,79.92524048154733,34.09178105095509,-0.01
"(0.768121364184674, 22.81167449675887)",20.0,0.9555577663862224,73.90942283200187,32.99615373912931,0.0
"(0.18204850598080013, 21.94285082577496)",20.0,0.5,85.14731224144846,33.122687884992665,-0.01
"(0.31231240257058523, 19.743237000297825)",24.17966195901434,0.8315647333824403,85.5329241465078,32.36344577407117,-0.0
"(0.5121797377720764, 20.940719106735106)",63.07271714994126,0.8891497427984929,77.88794725755925,33.04484132522486,0.01
"(0.035641695245745654, 23.140312946723345)",57.933627915818995,0.8735156543010083,61.58646626609268,32.32067114217176,-0.01
"(0.31585245051654964, 22.36522423509235)",25.43608088901867,0.770878059593021,76.53422905157329,33.5440134700081,-0.0
"(0.47680965171128575, 22.561846209957448)",37.83098157612199,0.7438124060335903,77.62647639026437,32.59283943583852,-0.0
"(0.05431232095172755, 20.31029586937713)",26.068382038092185,0.6306227942499223,83.03646991356848,34.09586978081494,0.0
"(0.28131124457812007, 21.93315773865593)",80.0,1.314900707481101,59.569827370516364,35.64650296294965,0.0
"(0.3523642800215654, 20.984453444176772)",20.0,0.6704465475791671,87.55247035456458,32.54211189611873,0.0
"(0.0702221184635468, 21.793669378207564)",20.0,1.5,59.30826040816959,32.8397536453434,0.01
"(0.38374086514669314, 21.614377686435212)",43.52416652446542,0.9696087257898937,73.14179773963106,33.07737638658686,0.01
"(0.46426429772187094, 23.417084125094068)",20.0,0.733693149414672,75.73186389453224,32.07862061315619,-0.01
"(0.421561633841914, 21.49865654674864)",54.2714733427514,1.0344561963544754,71.11146826596047,34.38588373568566,0.01
"(0.42345376063597134, 25.22141979386086)",20.0,0.5,75.13650816674013,32.25722299328471,-0.0
"(0.34283729304262456, 19.730776052795232)",65.65507905895679,1.4171173486431885,66.25287381119087,31.368412426089645,-0.01
