Time,Outdoor_Temp,RH,Heart_Rate,Skin_Temp,Indoor_Temp,AC_Setpoint,Air_Velocity,PMV
2023-01-01 06:45:00,32.971177920604845,59.80785280403231,85.00884531089352,35.06431545054713,-1423142894485982.5,28,0.1,
2023-01-01 07:00:00,32.9488887394336,59.65925826289068,86.02814926913386,34.61731661370277,5237165851708546.0,28,0.1,
2023-01-01 07:15:00,32.92039519424266,59.46930129495106,76.86679496230792,34.85472564669268,-1.927277033428732e+16,28,0.1,
2023-01-01 07:30:00,32.88581929876693,59.23879532511287,77.30960955890104,34.82620323041173,7.0923794830177464e+16,28,0.1,
2023-01-01 07:45:00,32.845309112299034,58.96872741532688,79.5459685628301,34.869530982920914,-2.60999564975053e+17,28,0.1,
2023-01-01 08:00:00,32.79903810567666,58.66025403784439,68.39086837571683,35.002364224262166,9.604783991081948e+17,28,0.1,
2023-01-01 08:15:00,32.74720441845382,58.31469612302545,86.9946980982802,34.9202571702845,-3.5345605087181563e+18,28,0.1,
2023-01-01 08:30:00,32.69003001043685,57.93353340291235,83.38798932278104,34.63239855803143,1.3007182672082815e+19,28,0.1,
2023-01-01 08:45:00,32.62775971121847,57.51839807478977,71.08914793761919,34.700221868237755,-4.786643223326476e+19,28,0.1,
2023-01-01 09:00:00,32.56066017177982,57.071067811865476,76.66652352911916,34.81770713110842,1.7614847061841432e+20,28,0.1,
2023-01-01 09:15:00,32.4890187226501,56.59345815100069,69.6072736616163,35.015152655308114,-6.482263718757647e+20,28,0.1,
2023-01-01 09:30:00,32.413142143513085,56.08761429008721,69.3586304512679,34.37801359245608,2.3854730485028136e+21,28,0.1,
2023-01-01 09:45:00,32.333355349529405,55.55570233019603,72.55850879227994,34.92512051646905,-8.778540818490353e+21,28,0.1,
2023-01-01 10:00:00,32.25,55.0,81.29427920831537,34.68683581022593,3.23050302120445e+22,28,0.1,
2023-01-01 10:15:00,32.1634330353285,54.422886902190015,73.37094713838972,34.778328317605634,-1.1888251118032372e+23,28,0.1,
2023-01-01 10:30:00,32.07402514854763,53.8268343236509,70.13169183647676,34.761517937852375,4.374876411435913e+23,28,0.1,
2023-01-01 10:45:00,31.982159197954743,53.21439465303162,63.26210971736155,34.476072561201505,-1.6099545194084161e+24,28,0.1,
2023-01-01 11:00:00,31.888228567653783,52.58819045102521,65.64844030651696,34.32625788103305,5.92463263142297e+24,28,0.1,
2023-01-01 11:15:00,31.792635483024192,51.95090322016128,72.66427316943057,34.61479392308997,-2.1802648083636537e+25,28,0.1,
2023-01-01 11:30:00,31.69578928833008,51.30526192220052,74.87035769100447,34.60515431710549,8.023374494778246e+25,28,0.1,
2023-01-01 11:45:00,31.598104693845215,50.65403129230143,56.647429659489774,34.671588060619015,-2.952601814078394e+26,28,0.1,
2023-01-01 12:00:00,31.5,50.0,68.33901625082267,34.42291933707663,1.0865574675808492e+27,28,0.1,5.432787337904246e+26
2023-01-01 12:15:00,31.401895306154785,49.345968707698574,61.933973925757705,34.2951401586567,-3.998531480697526e+27,28,0.1,-1.999265740348763e+27
2023-01-01 12:30:00,31.30421071166992,48.694738077799485,66.14362471901347,35.04308602140711,1.4714595848966895e+28,28,0.1,
2023-01-01 12:45:00,31.207364516975808,48.04909677983872,55.89737988866166,34.10194529166111,-5.414971272419819e+28,28,0.1,
2023-01-01 13:00:00,31.11177143234622,47.411809548974794,64.14947600684101,34.51394228594745,1.9927094282504932e+29,28,0.1,
2023-01-01 13:15:00,31.017840802045257,46.78560534696838,57.84362271341299,34.259823902107975,-7.333170695961815e+29,28,0.1,
2023-01-01 13:30:00,30.925974851452366,46.1731656763491,59.235745302299044,34.424633067290465,2.698606816113948e+30,28,0.1,
2023-01-01 13:45:00,30.836566964671498,45.577113097809985,56.75206149586488,34.30807588474795,-9.930873083299328e+30,28,0.1,
2023-01-01 14:00:00,30.75,45.0,52.67088220707422,34.109133176781356,3.654561294654153e+31,28,0.1,
2023-01-01 14:15:00,30.666644650470598,44.44429766980398,52.910772953915014,34.28319303212894,-1.3448785564327282e+32,28,0.1,
2023-01-01 14:30:00,30.58685785648692,43.9123857099128,47.736840516796136,34.19257280148405,4.94915308767244e+32,28,0.1,
2023-01-01 14:45:00,30.510981277349895,43.40654184899931,57.4490362198627,33.73137559168369,-1.8212883362634581e+33,28,0.1,
2023-01-01 15:00:00,30.43933982822018,42.92893218813453,59.06882322937939,34.033121503024155,6.702341077449526e+33,28,0.1,
2023-01-01 15:15:00,30.372240288781533,42.48160192521023,56.42731370236324,34.357550128222464,-2.466461516501425e+34,28,0.1,
2023-01-01 15:30:00,30.309969989563147,42.066466597087654,55.10186950586111,34.26215573840666,9.076578380725244e+34,28,0.1,
2023-01-01 15:45:00,30.25279558154618,41.685303876974544,50.63247475207453,34.08310976533984,-3.34018084410689e+35,28,0.1,
2023-01-01 16:00:00,30.200961894323342,41.33974596215562,48.858571120313094,33.94527608624087,1.2291865506313354e+36,28,0.1,
2023-01-01 16:15:00,30.15469088770097,41.03127258467312,59.13866044345031,34.171392393587524,-4.5234065063233145e+36,28,0.1,
2023-01-01 16:30:00,30.11418070123307,40.76120467488713,46.89182241832425,33.612154036175156,1.6646135943269798e+37,28,0.1,
2023-01-01 16:45:00,30.07960480575734,40.53069870504895,53.616766571020065,33.96216118621395,-6.125778027123285e+37,28,0.1,
2023-01-01 17:00:00,30.051111260566397,40.34074173710932,45.102339421847866,33.87491184661794,2.254286313981369e+38,28,0.1,
2023-01-01 17:15:00,30.028822079395155,40.1921471959677,45.31379926781486,34.18722956825345,-8.295773635451438e+38,28,0.1,
2023-01-01 17:30:00,30.012832707939285,40.0855513862619,51.22491827830858,34.131769640279735,3.0528446978461294e+39,28,0.1,
2023-01-01 17:45:00,30.003211615142096,40.021410767613965,42.645968759544125,33.80972012799614,-1.1234468488073753e+40,28,0.1,
2023-01-01 18:00:00,30.0,40.0,50.78313708036839,33.89305463255343,4.1342844036111397e+40,28,0.1,
2023-01-01 18:15:00,30.003211615142096,40.021410767613965,60.91894354683539,34.07072372327683,-1.5214166605288994e+41,28,0.1,
2023-01-01 18:30:00,30.012832707939285,40.0855513862619,42.09180260953968,33.909208819967596,5.59881331074635e+41,28,0.1,
2023-01-01 18:45:00,30.028822079395155,40.19214719596769,44.55889286760677,34.24635451184243,-2.060363298354657e+42,28,0.1,
2023-01-01 19:00:00,30.051111260566397,40.34074173710931,45.27622292574262,33.83621380853057,7.582136937945139e+42,28,0.1,
2023-01-01 19:15:00,30.07960480575734,40.53069870504894,54.953736136848704,34.24958623515975,-2.790226393163811e+43,28,0.1,
2023-01-01 19:30:00,30.11418070123307,40.76120467488713,49.199091906223366,34.061625415392484,1.0268033126842827e+44,28,0.1,
2023-01-01 19:45:00,30.154690887700966,41.03127258467312,57.02363635050285,34.36879172130263,-3.77863619067816e+44,28,0.1,
2023-01-01 20:00:00,30.200961894323342,41.33974596215562,45.712707317019074,34.26838865217332,1.390538118169563e+45,28,0.1,
2023-01-01 20:15:00,30.25279558154618,41.685303876974544,59.593000018435085,34.1618115208409,-5.1171802748639923e+45,28,0.1,
2023-01-01 20:30:00,30.309969989563147,42.06646659708764,57.17415257145408,34.339225081565566,1.8831223411499493e+46,28,0.1,
2023-01-01 20:45:00,30.372240288781533,42.48160192521023,50.4288807722924,34.1457634379663,-6.929890215431811e+46,28,0.1,
2023-01-01 21:00:00,30.439339828220177,42.928932188134524,54.801476749591785,33.97510186593384,2.550199599278907e+47,28,0.1,
2023-01-01 21:15:00,30.5109812773499,43.40654184899931,43.68461976141228,34.42008248185574,-9.384734525346376e+47,28,0.1,
2023-01-01 21:30:00,30.58685785648692,43.91238570991279,60.986568588906486,34.263032326578994,3.453582305327467e+48,28,0.1,
2023-01-01 21:45:00,30.666644650470595,44.44429766980397,53.21306129323144,34.27597200001506,-1.2709182883605077e+49,28,0.1,
2023-01-01 22:00:00,30.75,44.99999999999999,63.2491821668351,34.36738876547974,4.676979301166668e+49,28,0.1,
2023-01-01 22:15:00,30.836566964671498,45.577113097809985,56.73909561898553,33.836521184373055,-1.7211283828293338e+50,28,0.1,
2023-01-01 22:30:00,30.925974851452366,46.17316567634911,57.993766304055505,34.672883222154,6.333752448811949e+50,28,0.1,
2023-01-01 22:45:00,31.017840802045257,46.78560534696838,60.8052172596065,34.55724077265338,-2.330820901162797e+51,28,0.1,
2023-01-01 23:00:00,31.111771432346217,47.41180954897479,58.69944188762824,34.311650940686775,8.577420916279092e+51,28,0.1,
2023-01-01 23:15:00,31.207364516975808,48.04909677983871,66.61079968159221,34.20331284569426,-3.156490897190706e+52,28,0.1,
2023-01-01 23:30:00,31.304210711669924,48.694738077799485,55.26183482745246,34.595928960887896,1.16158865016618e+53,28,0.1,
2023-01-01 23:45:00,31.401895306154785,49.345968707698574,66.5925181199505,34.38094199902326,-4.274646232611542e+53,28,0.1,
